prop_name,monthly_rent,location,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
Sri Camellia (Sepakat Indah),1050.0,Selangor - Kajang,3.0,2.0,2.0,1206,Fully Furnished,"Parking, Minimart, Security, Playground, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor
The Wharf (Puchong),1300.0,Selangor - Puchong,2.0,1.0,2.0,818,Partially Furnished,"Swimming Pool, Gymnasium, Multipurpose hall, Parking, Security, Jogging Track, Playground, Lift",None,Selangor
The iResidence Condominium,3000.0,Selangor - Bandar Mahkota Cheras,5.0,2.0,3.0,2185,Partially Furnished,"Swimming Pool, Gymnasium, Playground, Security, Minimart, Parking, Lift, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Pangsapuri Subang Suria,1000.0,Selangor - Shah Alam,3.0,1.0,2.0,970,Partially Furnished,"Parking, Security, Lift, Playground, Minimart","Air-Cond, Cooking Allowed",Selangor
AraGreens Residences,2300.0,Selangor - Ara Damansara,2.0,2.0,2.0,1129,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Security, Playground, Minimart","Air-Cond, Cooking Allowed",Selangor
Pangsapuri Seruling,1300.0,Selangor - Bandar Bukit Raja,3.0,2.0,2.0,1000,Not Furnished,"Barbeque area, Swimming Pool, Security, Parking",None,Selangor
Aster Residence Cheras,2800.0,Selangor - 360,3.0,1.0,2.0,850,Partially Furnished,"Gymnasium, Parking, Playground, Swimming Pool, Barbeque area, Security",None,Selangor
Koi Kinrara,1600.0,Selangor - Puchong,3.0,2.0,2.0,1060,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court",None,Selangor
Koi Kinrara,1600.0,Selangor - Puchong,3.0,2.0,2.0,1221,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Apartment Putra 1,1500.0,Selangor - Kajang,3.0,2.0,2.0,1040,Fully Furnished,"Security, Playground, Parking, Swimming Pool, Lift, Sauna, Gymnasium, Multipurpose hall, Minimart, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
E Suite-Designer Suites @ Emerald Avenue,1800.0,Selangor - Selayang,2.0,1.0,2.0,1021,Fully Furnished,"Parking, Security, Lift, Playground, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Idaman Residensi Selangorku,1300.0,Selangor - Cyberjaya,3.0,2.0,2.0,1000,Partially Furnished,"Security, Swimming Pool, Minimart, Parking",None,Selangor
"Paisley @ Tropicana Metropark, Subang Jaya",1499.0,Selangor - Shah Alam,1.0,1.0,1.0,646,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Selangor
USJ One (You One),1699.0,Selangor - Subang Jaya,1.0,1.0,1.0,685,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Lakefront Homes @ Cyberjaya,1000.0,Selangor - Cyberjaya,3.0,2.0,2.0,1100,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house",None,Selangor
Lakefront Homes @ Cyberjaya,1600.0,Selangor - Cyberjaya,3.0,2.0,2.0,1040,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Sauna, Playground, Multipurpose hall, Minimart, Barbeque area, Club house, Jogging Track","Air-Cond, Cooking Allowed",Selangor
Bayu Puteri,1250.0,Selangor - Petaling Jaya,3.0,1.0,2.0,850,Partially Furnished,"Swimming Pool, Gymnasium, Sauna, Tennis Court, Barbeque area, Minimart, Security, Playground, Parking","Air-Cond, Near KTM/LRT, Cooking Allowed",Selangor
Amanja Semi-D Suites,1800.0,Selangor - Bandar Sri Damansara,2.0,1.0,2.0,791,Fully Furnished,"Security, Gymnasium, Minimart, Parking, Playground, Swimming Pool, Squash Court, Lift",None,Selangor
Langat Jaya,950.0,Selangor - Cheras,3.0,1.0,2.0,936,Not Furnished,"Minimart, Playground, Tennis Court, Security, Swimming Pool, Gymnasium, Parking, Barbeque area",Near KTM/LRT,Selangor
Suria Jaya,900.0,Selangor - Shah Alam,1.0,1.0,2.0,430,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed",Selangor
Sri Wira Apartment,1300.0,Selangor - Ampang,3.0,1.0,2.0,900,Fully Furnished,"Parking, Security, Lift, Jogging Track",Cooking Allowed,Selangor
USJ One Avenue,2500.0,Selangor - Subang Jaya,3.0,2.0,2.0,1365,Fully Furnished,"Jogging Track, Parking, Security, Multipurpose hall, Barbeque area, Sauna, Minimart, Playground, Swimming Pool, Gymnasium",None,Selangor
Ken Rimba Condominium 1,1900.0,Selangor - Shah Alam,3.0,2.0,2.0,1119,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track",None,Selangor
Metropolitan Square,2000.0,Selangor - Damansara Perdana,3.0,2.0,2.0,1095,Fully Furnished,"Parking, Gymnasium, Minimart, Security, Playground, Swimming Pool",None,Selangor
One Damansara,1450.0,Selangor - Petaling Jaya,3.0,2.0,2.0,1000,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Cloud Tree @ Cheras,1500.0,Selangor - Cheras,3.0,2.0,2.0,996,Partially Furnished,"Playground, Swimming Pool, Barbeque area, Sauna, Multipurpose hall, Security, Tennis Court, Gymnasium",None,Selangor
Tiara Imperio @ Bangi,950.0,Selangor - Kajang,1.0,1.0,1.0,450,Partially Furnished,None,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Residensi Warnasari 3,699.0,Selangor - Puncak Alam,3.0,1.0,2.0,760,Not Furnished,None,Cooking Allowed,Selangor
Daisy Apartment Taman Kinrara Seksyen 2,1000.0,Selangor - Puchong,2.0,1.0,2.0,786,Partially Furnished,"Parking, Security","Cooking Allowed, Near KTM/LRT",Selangor
Mentari Court,1250.0,Selangor - Petaling Jaya,4.0,1.0,2.0,771,Not Furnished,None,None,Selangor
Pangsapuri Merak (Shah Alam),1000.0,Selangor - Shah Alam,3.0,1.0,2.0,850,Not Furnished,None,Cooking Allowed,Selangor
Palmyra Residences,1700.0,Selangor - Bangi,3.0,2.0,2.0,1065,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track",None,Selangor
Pandora Serviced Residence,1200.0,Selangor - Shah Alam,1.0,1.0,1.0,570,Not Furnished,"Swimming Pool, Gymnasium, Barbeque area, Security, Multipurpose hall, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
Angsana Apartment (Cheras),900.0,Selangor - Cheras,3.0,1.0,2.0,900,Partially Furnished,"Parking, Lift, Swimming Pool, Playground, Minimart",Air-Cond,Selangor
Flat Pkns Seksyen 16 Bangi,850.0,Selangor - Bangi,2.0,1.0,1.0,680,Not Furnished,Parking,None,Selangor
Ridzuan Condominium,1500.0,Selangor - Bandar Sunway,3.0,1.0,2.0,1192,Fully Furnished,"Squash Court, Playground, Security, Minimart, Parking, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Silk Sky,1100.0,Selangor - Balakong,1.0,1.0,1.0,484,Fully Furnished,None,None,Selangor
Baiduri Courts (Bukit Puchong),1200.0,Selangor - 389,3.0,1.0,2.0,950,Fully Furnished,"Multipurpose hall, Playground, Security, Lift, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Liberty Arc @ Ampang Ukay,1300.0,Selangor - Ampang,1.0,1.0,1.0,450,Partially Furnished,"Parking, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed",Selangor
Sutera Apartment (Kajang),800.0,Selangor - Kajang,3.0,1.0,2.0,990,Not Furnished,"Parking, Playground, Security",None,Selangor
Sri Alam,2000.0,Selangor - Shah Alam,2.0,1.0,2.0,1243,Fully Furnished,"Tennis Court, Swimming Pool, Minimart, Playground, Gymnasium, Parking, Security, Lift, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track, Squash Court","Air-Cond, Cooking Allowed",Selangor
Taman Kinrara,900.0,Selangor - Bandar Kinrara,3.0,1.0,2.0,783,Partially Furnished,None,Air-Cond,Selangor
Idaman Residensi Selangorku,1300.0,Selangor - Cyberjaya,3.0,2.0,2.0,1000,Partially Furnished,"Swimming Pool, Parking, Minimart, Security",None,Selangor
Greenview Residence,1500.0,Selangor - Kajang,4.0,1.0,3.0,1366,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Parking, Security, Playground, Minimart, Jogging Track, Club house",None,Selangor
Desa Impiana,1800.0,Selangor - Puchong,4.0,2.0,3.0,1890,Partially Furnished,"Security, Swimming Pool, Gymnasium, Playground, Parking, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
De Bayu Apartment,1200.0,Selangor - Setia Alam,3.0,2.0,2.0,900,Partially Furnished,"Barbeque area, Security, Sauna, Multipurpose hall, Parking, Minimart, Club house, Squash Court, Lift, Gymnasium, Tennis Court, Jogging Track, Playground, Swimming Pool",None,Selangor
Casa Dahlia,900.0,Selangor - Sepang,3.0,3.0,2.0,900,Not Furnished,"Parking, Security, Lift, Playground, Multipurpose hall",Cooking Allowed,Selangor
i-Soho @ i-City,1200.0,Selangor - Shah Alam,1.0,1.0,1.0,500,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
YOU Vista @ YOU City Cheras,2300.0,Selangor - Cheras,3.0,2.0,3.0,1278,Fully Furnished,"Security, Parking, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Le Jardin Deluxe,1400.0,Selangor - Cheras,3.0,1.0,2.0,1200,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor
Rista Villa Apartment,750.0,Selangor - Puchong,3.0,1.0,1.0,650,Partially Furnished,"Parking, Security","Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Idaman Residensi Selangorku,1200.0,Selangor - Cyberjaya,3.0,2.0,2.0,1000,Not Furnished,"Security, Swimming Pool, Parking, Minimart, Lift, Playground, Multipurpose hall, Jogging Track",Cooking Allowed,Selangor
North Point @ One Ampang Avenue,1900.0,Selangor - Ampang,4.0,1.0,3.0,1400,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor
Ridzuan Condominium,1200.0,Selangor - Bandar Sunway,3.0,1.0,2.0,1192,Not Furnished,"Minimart, Security, Squash Court, Playground, Parking, Lift, Swimming Pool",Cooking Allowed,Selangor
Lestari Perdana Apartment,650.0,Selangor - Seri Kembangan,3.0,1.0,1.0,700,Partially Furnished,None,"Cooking Allowed, Near KTM/LRT",Selangor
Bell Suites,700.0,Selangor - Sepang,1.0,1.0,1.0,450,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Sauna, Gymnasium, Club house",None,Selangor
Ameera Residence,1300.0,Selangor - Kajang,3.0,2.0,2.0,1270,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Playground, Multipurpose hall","Cooking Allowed, Washing Machine, Air-Cond",Selangor
Akasia Apartment (Puchong),1000.0,Selangor - Puchong,3.0,1.0,2.0,800,Partially Furnished,"Parking, Playground",Near KTM/LRT,Selangor
Centrestage Designer Suite,1200.0,Selangor - Petaling Jaya,1.0,1.0,1.0,301,Fully Furnished,"Parking, Security, Lift","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Selangor
Sutera Damansara,1200.0,Selangor - Petaling Jaya,3.0,1.0,2.0,861,Partially Furnished,"Security, Lift, Swimming Pool, Parking, Playground",None,Selangor
Red Ruby Apartment,850.0,Selangor - Seri Kembangan,3.0,1.0,2.0,850,Not Furnished,"Parking, Security, Playground, Barbeque area, Jogging Track, Minimart, Swimming Pool, Squash Court",Near KTM/LRT,Selangor
Calisa Residences,1100.0,Selangor - Puchong,3.0,1.0,2.0,989,Not Furnished,"Parking, Security, Lift",Cooking Allowed,Selangor
Centrestage Designer Suite,1500.0,Selangor - Petaling Jaya,1.0,1.0,1.0,452,Fully Furnished,"Parking, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Pangsapuri Carlina,1350.0,Selangor - Kota Damansara,3.0,1.0,2.0,850,Fully Furnished,"Parking, Security, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor
D'Camellia @ Setia Ecohill,850.0,Selangor - Kajang,3.0,2.0,2.0,820,Not Furnished,"Multipurpose hall, Playground, Swimming Pool, Gymnasium, Lift, Security, Parking, Minimart, Barbeque area, Jogging Track, Club house, Tennis Court","Cooking Allowed, Air-Cond",Selangor
Vista Bangi,1650.0,Selangor - Kajang,3.0,2.0,2.0,860,Partially Furnished,"Minimart, Squash Court, Playground, Swimming Pool, Gymnasium, Parking, Security, Lift","Air-Cond, Near KTM/LRT, Cooking Allowed",Selangor
Pandan Mewah Heights Condominium,1300.0,Selangor - Cheras,3.0,1.0,2.0,1000,Partially Furnished,"Parking, Security, Lift, Playground, Swimming Pool",None,Selangor
D'Sara Sentral Serviced Residence,1800.0,Selangor - Sungai Buloh,2.0,1.0,1.0,809,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Taman Pinggiran Batu Caves Flat,650.0,Selangor - Batu Caves,3.0,1.0,1.0,650,Not Furnished,None,None,Selangor
Urban 360,1150.0,Selangor - Gombak,1.0,1.0,1.0,511,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Cooking Allowed, Air-Cond",Selangor
Suria Permai,900.0,Selangor - Seri Kembangan,3.0,1.0,2.0,850,Partially Furnished,"Jogging Track, Minimart, Security, Playground, Parking",None,Selangor
Vega Residensi,1000.0,Selangor - Cyberjaya,3.0,1.0,1.0,535,Fully Furnished,"Security, Lift, Parking, Swimming Pool, Playground, Minimart, Jogging Track","Cooking Allowed, Air-Cond",Selangor
Pangsapuri Kempas,800.0,Selangor - Cheras,3.0,1.0,2.0,753,Fully Furnished,"Parking, Security, Playground, Minimart","Air-Cond, Near KTM/LRT, Washing Machine, Internet",Selangor
Amani Residences,1450.0,Selangor - Puchong,2.0,2.0,2.0,750,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna","Air-Cond, Cooking Allowed",Selangor
Menara U,1400.0,Selangor - Shah Alam,1.0,1.0,1.0,527,Partially Furnished,"Parking, Gymnasium, Squash Court, Security, Minimart, Jogging Track, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Orkid apartment (Ampang),1300.0,Selangor - Ampang,3.0,1.0,2.0,850,Partially Furnished,"Parking, Security, Playground, Jogging Track, Minimart","Air-Cond, Cooking Allowed",Selangor
Oasis 1 @ Mutiara Heights,1600.0,Selangor - Kajang,3.0,2.0,2.0,1830,Partially Furnished,"Gymnasium, Security, Swimming Pool, Playground, Multipurpose hall, Jogging Track, Parking, Lift, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed",Selangor
Magna Ville Condominium,900.0,Selangor - Selayang,2.0,1.0,2.0,1001,Not Furnished,"Playground, Gymnasium, Tennis Court, Sauna, Jogging Track, Parking, Security, Swimming Pool, Lift",None,Selangor
Domain 5 Apartment,1350.0,Selangor - Cyberjaya,2.0,1.0,3.0,570,Fully Furnished,"Security, Parking, Playground, Swimming Pool, Gymnasium, Minimart, Multipurpose hall, Lift","Internet, Cooking Allowed",Selangor
Pesona Apartment,1200.0,Selangor - Kajang,3.0,1.0,2.0,990,Fully Furnished,"Playground, Security, Parking","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Geo@Bukit Rimau,1800.0,Selangor - Shah Alam,4.0,2.0,3.0,1035,Partially Furnished,"Tennis Court, Squash Court",None,Selangor
saujana apartment,700.0,Selangor - Damansara Damai,3.0,1.0,2.0,700,Partially Furnished,"Parking, Security, Jogging Track, Swimming Pool, Minimart, Playground, Lift","Cooking Allowed, Near KTM/LRT",Selangor
Gravit8,1200.0,Selangor - Port Klang,3.0,2.0,2.0,893,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Jogging Track","Air-Cond, Cooking Allowed",Selangor
Hillpark Residence,1200.0,Selangor - Semenyih,3.0,2.0,2.0,1000,Not Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Multipurpose hall, Minimart, Playground",Cooking Allowed,Selangor
Sri Anggerik 2,900.0,Selangor - Puchong,3.0,1.0,2.0,830,Not Furnished,"Security, Swimming Pool, Playground",None,Selangor
Ridzuan Condominium,1500.0,Selangor - Bandar Sunway,3.0,1.0,2.0,1192,Partially Furnished,"Squash Court, Security, Minimart, Playground, Parking, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Residensi Zamrud,1100.0,Selangor - Kajang,3.0,2.0,2.0,1023,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Residensi Zamrud,700.0,Selangor - Kajang,3.0,2.0,2.0,1023,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Ivory Residence,900.0,Selangor - Kajang,3.0,2.0,2.0,1288,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
The Olive,1500.0,Selangor - Sepang,3.0,2.0,2.0,818,Fully Furnished,"Playground, Lift, Parking, Swimming Pool, Security, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Seri Mutiara Apartment @ Setia Alam,1100.0,Selangor - Setia Alam,3.0,2.0,2.0,950,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",Cooking Allowed,Selangor
The Olive,1400.0,Selangor - Sepang,3.0,2.0,2.0,818,Fully Furnished,"Security, Playground, Gymnasium, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor
The Olive,1500.0,Selangor - Sepang,3.0,2.0,2.0,818,Fully Furnished,"Playground, Lift, Parking, Swimming Pool, Security, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Pangsapuri Kemuning Aman,1200.0,Selangor - Shah Alam,3.0,1.0,2.0,936,Not Furnished,"Jogging Track, Lift, Parking, Sauna, Minimart, Security, Gymnasium, Squash Court, Multipurpose hall, Swimming Pool",None,Selangor
LBS Skylake Residence,1900.0,Selangor - Puchong,3.0,2.0,2.0,1249,Partially Furnished,"Sauna, Security, Playground, Swimming Pool, Jogging Track, Lift, Barbeque area, Multipurpose hall, Gymnasium","Air-Cond, Cooking Allowed",Selangor
Ivory Residence,1050.0,Selangor - Kajang,3.0,2.0,2.0,1255,Partially Furnished,"Swimming Pool, Gymnasium, Playground, Security, Multipurpose hall, Lift, Parking, Barbeque area","Cooking Allowed, Air-Cond",Selangor
Pangsapuri Sri Angkasa,1000.0,Selangor - Shah Alam,2.0,1.0,1.0,688,Not Furnished,"Parking, Security, Playground, Minimart","Cooking Allowed, Near KTM/LRT",Selangor
Vista Pinggiran,1200.0,Selangor - Seri Kembangan,3.0,1.0,2.0,815,Partially Furnished,"Security, Minimart, Swimming Pool, Parking, Playground, Gymnasium, Barbeque area, Club house, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
Pangsapuri Salvia,1400.0,Selangor - Kota Damansara,3.0,1.0,2.0,900,Partially Furnished,None,None,Selangor
Lakes Condominiums / Pangsapuri Tasik,1700.0,Selangor - Shah Alam,3.0,2.0,2.0,1500,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Utropolis Serviced Apartment 1,1250.0,Selangor - Glenmarie,1.0,1.0,1.0,499,Fully Furnished,"Jogging Track, Barbeque area, Playground, Swimming Pool, Parking, Security, Multipurpose hall, Lift, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Taman Lembah Maju 600 Apartment,1300.0,Selangor - Ampang,3.0,1.0,2.0,1000,Fully Furnished,"Minimart, Security, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Flora Damansara,800.0,Selangor - Damansara Perdana,3.0,2.0,2.0,850,Not Furnished,"Parking, Security, Lift",None,Selangor
Kita Impian,1000.0,Selangor - Dengkil,3.0,1.0,2.0,901,Not Furnished,"Playground, Swimming Pool, Security, Jogging Track, Barbeque area, Gymnasium",Cooking Allowed,Selangor
The Domain @ NeoCyber,950.0,Selangor - Cyberjaya,2.0,1.0,1.0,450,Fully Furnished,"Multipurpose hall, Security, Swimming Pool, Minimart, Lift, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Flora Damansara,950.0,Selangor - Damansara Perdana,3.0,1.0,2.0,850,Partially Furnished,None,None,Selangor
Plaza Azalea,1750.0,Selangor - Shah Alam,1.0,2.0,2.0,775,Fully Furnished,"Parking, Security, Gymnasium, Lift, Swimming Pool","Air-Cond, Cooking Allowed",Selangor
Pacific Place,1800.0,Selangor - Ara Damansara,3.0,1.0,2.0,933,Partially Furnished,"Parking, Security, Lift, Swimming Pool","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Selangor
Pangsapuri Sri Angkasa,1400.0,Selangor - Shah Alam,3.0,2.0,2.0,950,Partially Furnished,"Parking, Security, Playground, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
Maisson Ara Damansara,2500.0,Selangor - Ara Damansara,2.0,1.0,2.0,882,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Minimart, Lift, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Danau Perintis,2000.0,Selangor - Puncak Alam,3.0,2.0,2.0,889,Fully Furnished,"Parking, Security, Gymnasium, Swimming Pool, Multipurpose hall",None,Selangor
Horizon Suites,1800.0,Selangor - Dengkil,2.0,1.0,1.0,478,Fully Furnished,"Security, Playground, Gymnasium, Parking, Lift, Squash Court, Sauna, Minimart, Swimming Pool",None,Selangor
Residensi Idaman Abadi Fasa 1&2,1400.0,Selangor - Kajang,4.0,2.0,3.0,1200,Partially Furnished,None,None,Selangor
Anggerik Villa 2 Apartment,900.0,Selangor - Semenyih,2.0,2.0,2.0,1063,Partially Furnished,None,None,Selangor
Taman Megah Mas,1200.0,Selangor - Petaling Jaya,2.0,1.0,1.0,515,Not Furnished,"Parking, Security, Playground","Cooking Allowed, Near KTM/LRT",Selangor
The Amber Residences,1900.0,Selangor - Kota Kemuning,3.0,2.0,2.0,861,Partially Furnished,"Barbeque area, Sauna, Parking, Security, Jogging Track, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Perdana Emerald,2800.0,Selangor - Damansara Perdana,6.0,2.0,3.0,2300,Partially Furnished,"Tennis Court, Security, Squash Court, Multipurpose hall, Parking, Gymnasium, Playground, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Perdana Emerald,2200.0,Selangor - Damansara Perdana,4.0,2.0,2.0,980,Fully Furnished,"Squash Court, Multipurpose hall, Security, Tennis Court, Gymnasium, Playground, Jogging Track, Parking","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
Taman Impian Indah Apartment (Balakong),1200.0,Selangor - Balakong,2.0,2.0,2.0,857,Partially Furnished,Parking,"Air-Cond, Cooking Allowed",Selangor
Casa Subang,1400.0,Selangor - Subang Jaya,4.0,1.0,2.0,1062,Partially Furnished,"Minimart, Tennis Court, Parking, Security, Playground, Swimming Pool, Lift, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond",Selangor
Pangsapuri Delima (Shah Alam),1400.0,Selangor - Shah Alam,3.0,1.0,2.0,850,Not Furnished,"Parking, Playground, Security, Lift",Cooking Allowed,Selangor
Elaeis 1,1700.0,Selangor - Shah Alam,3.0,1.0,2.0,900,Fully Furnished,"Swimming Pool, Parking, Minimart, Security, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Setia City Residences,2800.0,Selangor - Setia Alam,3.0,2.0,2.0,1045,Fully Furnished,"Lift, Gymnasium, Jogging Track, Sauna, Parking, Minimart, Tennis Court, Squash Court, Security, Playground, Swimming Pool, Barbeque area",None,Selangor
Kiara Plaza,850.0,Selangor - Semenyih,1.0,1.0,1.0,477,Fully Furnished,"Parking, Jogging Track, Multipurpose hall, Security, Barbeque area, Swimming Pool, Gymnasium, Playground",Air-Cond,Selangor
Eclipse Residence @ Pan'gaea,1500.0,Selangor - Cyberjaya,2.0,2.0,2.0,650,Fully Furnished,"Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Parking","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Saville @ Cheras,2500.0,Selangor - Cheras,4.0,2.0,2.0,1367,Partially Furnished,"Minimart, Gymnasium, Squash Court, Parking, Security, Jogging Track, Sauna, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
Eastside @ One Ampang Avenue,1800.0,Selangor - Ampang,3.0,1.0,2.0,1300,Partially Furnished,"Parking, Swimming Pool, Jogging Track, Barbeque area, Playground","Air-Cond, Cooking Allowed",Selangor
Serdang Skyvillas,1200.0,Selangor - Seri Kembangan,3.0,2.0,2.0,960,Not Furnished,"Parking, Swimming Pool, Minimart, Security, Gymnasium, Lift",None,Selangor
Suria Residence,1700.0,Selangor - Bukit Jelutong,2.0,2.0,2.0,800,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Saville @ Cheras,2300.0,Selangor - Cheras,3.0,2.0,2.0,1367,Fully Furnished,"Minimart, Gymnasium, Squash Court, Parking, Security, Jogging Track, Sauna, Playground, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
