prop_name,monthly_rent,location,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
Sinar Magna,1100.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,825,Partially Furnished,"Security, Parking, Playground, Lift",None,Kuala Lumpur
Residensi Kepongmas 2,1200.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,800,Partially Furnished,"Parking, Security, Lift, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
The Scott Soho,1800.0,Kuala Lumpur - Old Klang Road,1.0,1.0,2.0,775,Fully Furnished,"Parking, Security, Swimming Pool, Gymnasium, Jogging Track, Barbeque area",Air-Cond,Kuala Lumpur
Pangsapuri Mawar (Sentul),1500.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,1005,Partially Furnished,"Parking, Security, Minimart","Air-Cond, Near KTM/LRT",Kuala Lumpur
The Leafz,2000.0,Kuala Lumpur - Sungai Besi,2.0,2.0,2.0,1025,Fully Furnished,"Swimming Pool, Parking, Security, Lift, Playground, Gymnasium, Jogging Track, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Gembira Residen (G Residence),2800.0,Kuala Lumpur - Kuchai Lama,3.0,2.0,2.0,1168,Fully Furnished,"Swimming Pool, Sauna, Parking, Playground, Lift, Multipurpose hall, Club house, Security, Tennis Court, Jogging Track, Minimart, Gymnasium, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Cerrado,1800.0,Kuala Lumpur - Sungai Besi,2.0,2.0,1.0,656,Fully Furnished,"Security, Parking, Playground",None,Kuala Lumpur
Cerrado,1600.0,Kuala Lumpur - Sungai Besi,2.0,2.0,1.0,656,Partially Furnished,"Playground, Parking, Security",None,Kuala Lumpur
M Vertica,2800.0,Kuala Lumpur - Cheras,4.0,2.0,2.0,1000,Fully Furnished,"Lift, Swimming Pool, Barbeque area, Multipurpose hall, Parking, Tennis Court, Security, Playground, Jogging Track, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Villa Wangsamas,2000.0,Kuala Lumpur - Wangsa Maju,3.0,1.0,3.0,1267,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Villa Pawana,2000.0,Kuala Lumpur - Keramat,3.0,1.0,3.0,1280,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Air-Cond,Kuala Lumpur
PPA1M Metropolitan Kepong,1600.0,Kuala Lumpur - Kepong,5.0,2.0,2.0,1500,Partially Furnished,"Parking, Security, Lift, Minimart, Playground, Multipurpose hall",Cooking Allowed,Kuala Lumpur
Villa Angsana,1400.0,Kuala Lumpur - Jalan Ipoh,3.0,1.0,2.0,1323,Partially Furnished,"Minimart, Swimming Pool, Barbeque area, Security, Tennis Court, Playground, Gymnasium, Multipurpose hall, Parking","Cooking Allowed, Air-Cond",Kuala Lumpur
Serini Melawati,3000.0,Kuala Lumpur - Taman Melawati,3.0,1.0,2.0,1367,Fully Furnished,"Swimming Pool, Parking, Playground, Minimart, Gymnasium, Security, Lift, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Kuala Lumpur
The Haute,2300.0,Kuala Lumpur - Keramat,3.0,2.0,2.0,1050,Fully Furnished,"Gymnasium, Multipurpose hall, Parking, Security, Swimming Pool",None,Kuala Lumpur
TR Residence,2500.0,Kuala Lumpur - Titiwangsa,3.0,1.0,2.0,753,Partially Furnished,"Multipurpose hall, Playground, Gymnasium, Jogging Track, Security, Barbeque area, Swimming Pool","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
Residensi Sefina Mont Kiara,3900.0,Kuala Lumpur - Mont Kiara,3.0,2.0,2.0,1333,Fully Furnished,"Security, Playground, Swimming Pool, Sauna, Tennis Court, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
Inspirasi Mont Kiara,3800.0,Kuala Lumpur - Mont Kiara,3.0,2.0,2.0,1015,Fully Furnished,"Parking, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Solaris Dutamas Designer Suites,5800.0,Kuala Lumpur - Mont Kiara,3.0,1.0,2.0,1238,Fully Furnished,"Parking, Security, Lift, Swimming Pool",None,Kuala Lumpur
Palace Court,2200.0,Kuala Lumpur - Kuchai Lama,3.0,2.0,2.0,1328,Fully Furnished,"Playground, Swimming Pool, Lift, Tennis Court, Security, Gymnasium, Barbeque area, Sauna, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
CitiZen,1600.0,Kuala Lumpur - Old Klang Road,2.0,1.0,2.0,725,Partially Furnished,"Security, Playground, Parking, Gymnasium, Barbeque area, Swimming Pool, Jogging Track, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Cendana Apartment,1200.0,Kuala Lumpur - Cheras,2.0,1.0,1.0,650,Fully Furnished,"Security, Playground, Gymnasium, Minimart","Air-Cond, Near KTM/LRT",Kuala Lumpur
Angkasa Condominiums,1300.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,950,Fully Furnished,"Security, Parking, Minimart, Playground, Gymnasium, Swimming Pool, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
PPA1M Metropolitan Kepong,1600.0,Kuala Lumpur - Kepong,5.0,2.0,2.0,1500,Partially Furnished,"Parking, Lift, Security, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur
Sri Intan 2,1500.0,Kuala Lumpur - Jalan Ipoh,3.0,1.0,2.0,1188,Partially Furnished,"Minimart, Barbeque area, Jogging Track, Parking, Playground, Tennis Court, Security, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
THE FENNEL AT SENTUL EAST,3100.0,Kuala Lumpur - Sentul,3.0,2.0,3.0,1250,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
ViPod Residences @ KLCC,3800.0,Kuala Lumpur - KLCC,2.0,1.0,1.0,635,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
"The Park 2, Pavilion Bukit Jalil",3500.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,750,Fully Furnished,"Swimming Pool, Gymnasium, Security, Playground, Parking, Lift, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Cheras Awana Flat,750.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,700,Not Furnished,None,None,Kuala Lumpur
CitiZen,1900.0,Kuala Lumpur - Old Klang Road,2.0,1.0,2.0,750,Fully Furnished,"Parking, Swimming Pool, Jogging Track, Barbeque area, Security, Gymnasium, Sauna, Multipurpose hall, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Stonor 3 @ KLCC,7500.0,Kuala Lumpur - KLCC,3.0,2.0,3.0,1600,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Ppa1m,1330.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,1200,Partially Furnished,"Parking, Security, Lift, Playground, Multipurpose hall, Minimart","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
The Birch,1600.0,Kuala Lumpur - Jalan Ipoh,2.0,1.0,1.0,611,Partially Furnished,"Multipurpose hall, Security, Jogging Track, Playground, Swimming Pool, Barbeque area, Gymnasium","Air-Cond, Near KTM/LRT",Kuala Lumpur
Mutiara Villa,2400.0,Kuala Lumpur - Bukit Bintang,2.0,1.0,2.0,1033,Fully Furnished,"Parking, Gymnasium, Security, Tennis Court, Minimart, Swimming Pool, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Residency V,2400.0,Kuala Lumpur - Old Klang Road,3.0,2.0,2.0,909,Fully Furnished,"Gymnasium, Parking, Security, Playground, Barbeque area, Swimming Pool, Lift, Sauna, Club house, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
EkoCheras Service Apartment,250.0,Kuala Lumpur - Cheras,1.0,1.0,1.0,700,Not Furnished,Parking,None,Kuala Lumpur
Endah Promenade,2000.0,Kuala Lumpur - Sri Petaling,3.0,2.0,3.0,1297,Partially Furnished,None,None,Kuala Lumpur
The Forum,3000.0,Kuala Lumpur - KL City,3.0,1.0,2.0,1100,Fully Furnished,"Parking, Security, Tennis Court, Squash Court, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Kuchai Entrepreneurs Park,800.0,Kuala Lumpur - Kuchai Lama,2.0,1.0,1.0,710,Partially Furnished,Parking,None,Kuala Lumpur
Residensi Akasia Permaisuri,1400.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,807,Partially Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Pinnacle,2400.0,Kuala Lumpur - Sri Petaling,3.0,2.0,3.0,914,Fully Furnished,None,None,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1500.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,800,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Club house",Cooking Allowed,Kuala Lumpur
Seasons Garden Residences @ Wangsa Maju,1500.0,Kuala Lumpur - Wangsa Maju,3.0,1.0,2.0,779,Partially Furnished,"Security, Parking, Minimart, Swimming Pool, Playground, Gymnasium, Lift, Barbeque area, Multipurpose hall, Jogging Track, Club house","Air-Cond, Cooking Allowed",Kuala Lumpur
The Herz,2300.0,Kuala Lumpur - Kepong,3.0,2.0,2.0,1216,Fully Furnished,"Sauna, Club house, Minimart, Playground, Tennis Court, Squash Court, Parking, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Security, Jogging Track, Lift",Air-Cond,Kuala Lumpur
Faber Heights,2000.0,Kuala Lumpur - Taman Desa,3.0,2.0,3.0,1200,Fully Furnished,"Gymnasium, Barbeque area, Sauna, Parking, Security, Swimming Pool, Minimart, Playground, Tennis Court, Squash Court, Club house",None,Kuala Lumpur
Palace Court,1500.0,Kuala Lumpur - Kuchai Lama,2.0,2.0,2.0,789,Partially Furnished,"Swimming Pool, Lift, Security, Playground, Gymnasium, Tennis Court, Sauna, Barbeque area, Parking, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Kuala Lumpur
V Residence Suites,2400.0,Kuala Lumpur - Cheras,2.0,1.0,1.0,694,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Rivercity Condominium,1350.0,Kuala Lumpur - Jalan Ipoh,3.0,1.0,2.0,1270,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track","Air-Cond, Cooking Allowed",Kuala Lumpur
Residensi Gurneymas,1400.0,Kuala Lumpur - Keramat,3.0,1.0,2.0,850,Not Furnished,"Security, Parking",None,Kuala Lumpur
Residensi Akasia Permaisuri,1400.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,807,Not Furnished,None,None,Kuala Lumpur
Desa Dua Aman Puri,850.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,850,Partially Furnished,"Security, Parking, Playground",Cooking Allowed,Kuala Lumpur
Rampai Court,950.0,Kuala Lumpur - Wangsa Maju,2.0,2.0,1.0,600,Partially Furnished,"Security, Barbeque area, Parking, Playground",None,Kuala Lumpur
Menara Polo,1800.0,Kuala Lumpur - Desa Pandan,3.0,1.0,2.0,1500,Fully Furnished,"Swimming Pool, Security, Gymnasium, Parking, Barbeque area, Playground, Sauna, Lift, Minimart, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Stonor 3 @ KLCC,7500.0,Kuala Lumpur - KLCC,3.0,2.0,3.0,1600,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Playground, Gymnasium, Barbeque area, Sauna","Near KTM/LRT, Cooking Allowed, Air-Cond, Washing Machine",Kuala Lumpur
Sentul Point Suite Apartment,1800.0,Kuala Lumpur - Sentul,3.0,2.0,2.0,850,Partially Furnished,"Minimart, Gymnasium, Parking, Playground, Swimming Pool, Security, Lift, Barbeque area, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
The Haute,2100.0,Kuala Lumpur - Keramat,3.0,2.0,2.0,1050,Fully Furnished,"Swimming Pool, Multipurpose hall, Parking, Security, Gymnasium, Lift, Playground","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur
Residensi Harmoni 2 @ Bukit Prima Pelangi,2100.0,Kuala Lumpur - Segambut,3.0,2.0,2.0,1200,Partially Furnished,"Multipurpose hall, Playground, Barbeque area, Sauna, Parking, Swimming Pool, Gymnasium, Jogging Track, Security, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Rivercity Condominium,1500.0,Kuala Lumpur - Jalan Ipoh,3.0,1.0,2.0,1200,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Stonor 3 @ KLCC,4500.0,Kuala Lumpur - KLCC,2.0,2.0,2.0,871,Fully Furnished,None,None,Kuala Lumpur
Taman Lensen,1400.0,Kuala Lumpur - Cheras,4.0,1.0,2.0,1600,Partially Furnished,None,None,Kuala Lumpur
Unio Residence,1799.0,Kuala Lumpur - Kepong,1.0,1.0,1.0,250,Fully Furnished,"Minimart, Gymnasium, Jogging Track, Lift, Multipurpose hall, Playground, Swimming Pool, Barbeque area, Parking, Security, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Bayu Andaman,1400.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,1000,Partially Furnished,"Parking, Security, Swimming Pool, Minimart, Playground, Gymnasium, Squash Court, Lift, Sauna",None,Kuala Lumpur
Residensi KepongMas,1300.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,800,Fully Furnished,Parking,"Air-Cond, Cooking Allowed",Kuala Lumpur
Seri Riana Residence,3200.0,Kuala Lumpur - Wangsa Maju,3.0,2.0,2.0,1259,Fully Furnished,"Jogging Track, Parking, Playground, Gymnasium, Sauna, Club house, Security, Barbeque area, Swimming Pool, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Pangsapuri Sri Penara,900.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,650,Partially Furnished,"Security, Minimart, Jogging Track, Parking, Swimming Pool",None,Kuala Lumpur
Sri Putramas,1700.0,Kuala Lumpur - Jalan Kuching,3.0,1.0,2.0,1100,Fully Furnished,"Barbeque area, Minimart, Tennis Court, Sauna, Playground, Swimming Pool, Gymnasium, Parking, Security",Air-Cond,Kuala Lumpur
Maxim Residences,1400.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,1050,Partially Furnished,"Security, Gymnasium, Parking, Swimming Pool, Lift, Playground, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Baiduri Apartment (Desa Pandan),1500.0,Kuala Lumpur - Desa Pandan,3.0,1.0,2.0,990,Partially Furnished,"Security, Parking",None,Kuala Lumpur
Rivercity Condominium,1500.0,Kuala Lumpur - Jalan Ipoh,3.0,1.0,2.0,1200,Partially Furnished,None,None,Kuala Lumpur
Parkhill Residence Bukit Jalil,2500.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,1100,Partially Furnished,"Playground, Lift, Parking, Minimart, Security, Swimming Pool, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
D'Suria Condominium,2400.0,Kuala Lumpur - Ampang,4.0,2.0,3.0,1264,Partially Furnished,"Parking, Security, Swimming Pool",None,Kuala Lumpur
M Centura,1250.0,Kuala Lumpur - Sentul,2.0,1.0,1.0,646,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Sri Lojing,2200.0,Kuala Lumpur - Wangsa Maju,4.0,2.0,3.0,1700,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart",Cooking Allowed,Kuala Lumpur
Pangsapuri Desa Tenaga,1000.0,Kuala Lumpur - Old Klang Road,3.0,1.0,2.0,800,Partially Furnished,None,None,Kuala Lumpur
Taman Castlefield,750.0,Kuala Lumpur - Sungai Besi,2.0,1.0,1.0,689,Partially Furnished,None,None,Kuala Lumpur
Winner Court A,1050.0,Kuala Lumpur - Desa Petaling,3.0,1.0,2.0,765,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur
Sky Awani Residensi,1400.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,800,Partially Furnished,"Security, Swimming Pool, Jogging Track, Sauna, Club house, Parking, Minimart, Playground, Barbeque area, Lift",None,Kuala Lumpur
Villa Crystal,2000.0,Kuala Lumpur - Segambut,3.0,2.0,3.0,1155,Fully Furnished,"Playground, Jogging Track, Security, Gymnasium, Parking, Sauna, Swimming Pool",None,Kuala Lumpur
Damai Hillpark,1800.0,Kuala Lumpur - Bandar Damai Perdana,3.0,2.0,2.0,1020,Partially Furnished,"Parking, Security, Swimming Pool, Lift, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Parkhill Residence Bukit Jalil,3000.0,Kuala Lumpur - Bukit Jalil,3.0,2.0,2.0,1100,Fully Furnished,"Swimming Pool, Parking, Minimart, Gymnasium, Lift, Security, Playground, Sauna, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
Seasons Garden Residences @ Wangsa Maju,2000.0,Kuala Lumpur - Wangsa Maju,3.0,1.0,2.0,850,Fully Furnished,"Security, Playground, Parking, Minimart, Swimming Pool, Gymnasium",None,Kuala Lumpur
Angkasa Condominiums,1600.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,920,Fully Furnished,"Security, Minimart, Parking, Playground, Gymnasium, Swimming Pool, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Majestic Maxim,1500.0,Kuala Lumpur - Cheras,2.0,1.0,2.0,650,Partially Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
OUG Parklane,1300.0,Kuala Lumpur - OUG,3.0,2.0,2.0,950,Partially Furnished,"Parking, Minimart, Squash Court, Sauna, Swimming Pool, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Era,2380.0,Kuala Lumpur - Segambut,2.0,2.0,2.0,900,Fully Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Arte Mont Kiara,2300.0,Kuala Lumpur - Mont Kiara,2.0,1.0,2.0,955,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Platinum OUG Residence,1400.0,Kuala Lumpur - Kuchai Lama,3.0,1.0,2.0,1200,Partially Furnished,"Gymnasium, Security, Playground, Lift",None,Kuala Lumpur
Endah Regal,1200.0,Kuala Lumpur - Sri Petaling,3.0,1.0,2.0,1141,Partially Furnished,"Sauna, Security, Swimming Pool, Tennis Court, Parking, Barbeque area, Club house, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Zamrud Apartment,1200.0,Kuala Lumpur - Old Klang Road,3.0,1.0,2.0,1170,Partially Furnished,"Parking, Minimart, Security, Playground, Swimming Pool, Lift, Multipurpose hall",Cooking Allowed,Kuala Lumpur
Legasi Kampong Bharu,3300.0,Kuala Lumpur - KL City,3.0,1.0,2.0,950,Fully Furnished,"Swimming Pool, Squash Court, Lift, Jogging Track, Parking, Minimart, Gymnasium, Security, Tennis Court, Playground",None,Kuala Lumpur
Lexa Residence @ The Quartz WM,2100.0,Kuala Lumpur - Wangsa Maju,4.0,2.0,2.0,876,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Squash Court, Tennis Court, Barbeque area, Minimart, Sauna, Jogging Track, Club house, Gymnasium",Air-Cond,Kuala Lumpur
Mont Kiara Pines,2600.0,Kuala Lumpur - Mont Kiara,3.0,1.0,2.0,1248,Fully Furnished,None,None,Kuala Lumpur
Pavilion Residences,3700.0,Kuala Lumpur - Bukit Bintang,2.0,1.0,2.0,775,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Minimart, Club house, Jogging Track","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine",Kuala Lumpur
M Centura,1700.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,850,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Ascadia Lake View,1100.0,Kuala Lumpur - Ampang Hilir,3.0,1.0,2.0,950,Not Furnished,"Parking, Security",Cooking Allowed,Kuala Lumpur
3 Residen,2600.0,Kuala Lumpur - Taman Melawati,2.0,2.0,2.0,1206,Fully Furnished,"Minimart, Barbeque area, Sauna, Playground, Security, Swimming Pool, Gymnasium, Lift, Parking, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Mont Kiara Palma,3500.0,Kuala Lumpur - Mont Kiara,3.0,2.0,2.0,1390,Fully Furnished,"Minimart, Squash Court, Swimming Pool, Gymnasium, Tennis Court, Sauna, Club house, Playground, Multipurpose hall, Security, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
